no;title;article;tags;img_url;publish_date;author;source_category;source_category_url;source_url
11;Sony RX10 IV Camera With 20.1-Megapixel Sensor Launched in India at Rs. 1,29,990;"After unveiling it globally last month, Sony has launched the RX10 IV all-in-one, bridge camera with superzoom functionality in India. Priced at Rs. 1,29,990, the Sony RX10 IV ship with a Carl Zeiss Vario-Sonnar T* 24-600mm (F2.4-F4) lens with 25x optical zoom. The camera will be available from Saturday, October 14 at Alpha flagship stores and major electronic outlets.The Sony The RX10 IV is for those who want to ""capture more stunning stills and movies at every opportunity,"" the company said. It retains much of the form factor and hardware innards as its predecessor RX10 III - it even offers the same zoom lens with SteadyShot optical image stabilisation - but the company says it has listened to the feedback and is giving the capabilities that the users demanded.Users wanted to take stills at crazy shooting speeds, a feature that many of its costlier cameras are popular for. So, now the Sony RX10 IV users can hit 24 frames per second in continuous shooting with autofocus and exposure, a capability that the predecessor RX10 III lacked. The new autofocus system has 315 phase-detection points, which works in conjunction with the company's High-density Tracking AF to achieve focus in 0.03 seconds, the company claimed.Sony said it managed to pack the ""world-leading 0.03-s AF speed by the [20.1-megapixel] 1.0-type Exmor RS CMOS image sensor that provides for fast, accurate autofocusing at all times."" There is also a new silent electronic shutter capability, which will allow people to take stills without making any noise. Additionally, the company says the 3-inch display on the back now supports touch input as well, a feature that the RX10 III didn't have, apart from a higher 1440K-dot resolution.Written with inputs from IANS";Bridge Camera,                                      Cameras,                                      India,                                      Sony,                                      Sony India,                                      Sony RX100 IV,                                      Superzoom Camera;;10-Oct-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/sony-rx10-iv-superzoom-camera-price-india-specifications-1761203
12;Nokia Plans to Cut Up to 310 Jobs in Technologies Unit, Halt Ozo VR Camera Development;"Nokia plans to reduce up to 310 jobs from its Nokia Technologies unit and halt development of its virtual reality camera Ozo?and hardware, the Finnish company said on Tuesday.The unit has about 1,090 employees and the potential cuts are expected to affect staff in Finland, the United States and Britain. Nokia employed about 102,000 employees as of end-June.The unit will continue to focus on digital health and patent and brand licensing business, Nokia said.""The slower-than-expected development of the VR market means that Nokia Technologies plans to reduce investments and focus more on technology licensing opportunities,"" it said in a statement.Nokia, whose main business is now telecoms network equipment, launched the camera last year as the first device for its digital media business, one of its new hopes for future growth.It was designed for making 3D movies and games that can be watched and played with virtual reality headsets. Nokia cut the price of the camera by 25 percent to $45,000 later last year.?? Thomson Reuters 2017";Apps,                                      Cameras,                                      Job Cuts,                                      Layoffs,                                      Nokia,                                      Ozo,                                      Telecom;https://i.gadgets360cdn.com/large/nokia_55_reuters_1507623146906.jpg?output-quality=80;10-Oct-17;Reuters,;Telecom;https://gadgets.ndtv.com/telecom;https://gadgets.ndtv.com/telecom/news/nokia-plans-to-cut-up-to-310-jobs-in-technologies-unit-halt-ozo-vr-camera-development-1760999
13;Sony RX10 IV Camera With High-Speed Continuous Shooting Speeds, Improved AF System Launched;"Sony is bringing several high-end features to its RX10 lineup, further intensifying the all-in-one, bridge-camera market. The company has announced the RX IV camera, which features impressively high continuous-shooting speeds and improved autofocus system. The RX10 IV is for those who want to ""capture more stunning stills and movies at every opportunity,"" the company said.The Sony RX10 IV retains much of the form factor and hardware innards as its predecessor RX10 III - it even offers the same f/2.4-4, 24-600mm (25x optical) zoom lens with optical image stabilisation - but the company says it has listened to the feedback and is giving the capabilities that the users demanded.Users wanted to take stills at crazy shooting speeds, a feature that many of its costlier cameras are popular for. So, now the Sony RX10 IV users can hit 24 frames per second in continuous shooting with autofocus and exposure, a capability that the predecessor RX10 III lacked. The new autofocus system has 315 phase-detection points, which works in conjunction with the company's High-density Tracking AF to achieve focus in 0.03 seconds, the company claimed.Sony said it managed to pack the ""world-leading 0.03-s AF speed by the 1.0-type Exmor RS CMOS image sensor that provides for fast, accurate autofocusing at all times."" There is also a new silent electronic shutter capability, which will allow people to take stills without making any noise.Additionally, the company says the 3-inch display on the back now supports touch input as well, a feature that the RX10 III didn't have. But these new features come at a price. While the RX10 III retails at $1,300, the RX10 IV will be available at the launch price of $1,699. The company will begin shipping it in select markets including the US in October.";Cameras,                                      Sony,                                      Sony RX10 IV,                                      Sony RX10 IV Features,                                      Sony RX10 IV Launch;https://i.gadgets360cdn.com/large/sony_rx10iv_1505309629768.jpg?output-quality=80;13-Sep-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/sony-rx10-iv-camera-with-high-speed-continuous-shooting-speeds-improved-af-system-launched-1749916
14;Fujifilm X-E3 Mirrorless Camera With 24.3-Megapixel Sensor, 4K Video Support Launched;"Fujifilm X-E2 now has a successor in the form of the X-E3. The mid-range mirrorless camera is the company's smallest viewfinder-equipped camera. It features a 24.3-megapixel X-Trans III sensor found on other X-models like the X-Pro2 as well as a touchscreen display and 4K video recording, among other things.In terms of design, the X-E3 follows a similar language compared to the previous model. It is, however, smaller and lighter and adds some notable features like a new front control wheel and a rear, joystick-like lever to control the focus region. It features the same 2.36-million dot display like the X-T2. The 3-inch touchscreen lets you tap and control focus and access menu settings if physical buttons aren't your thing. It also enables various gesture controls like flick and pinch zoom. However, pro photographers will likely feel the loss of physical buttons when switching between exposure modes and ISO. The X-E3 lets you record videos at 4K 30fps. The camera features a microphone input, but there's no port for the headphone. The company says that you can output video via the HDMI port. The X-E3 also comes with a 325-point autofocus system and has improved subject tracking with a a new ""image recognition algorithm"". Notably, the X-E3 is also the first X Series model to feature Bluetooth connectivity, allowing you to pair the camera with a smartphone to transfer pictures on-the-go.The Fujifilm X-E3's body is priced at around $900 (roughly Rs. 57,600) and will be available in September in Black and Silver. The 18-55mm f/2.8-4 lens can be purchased for $1,300 (roughly Rs.83,200), while the XF23mm f/2.0 prime lens can be bought for $1,150. The company also announced the XF 80mm f/2.8 1:1 macro lens, which offers optical image stabilisation and weather resistance at a price of around $2,000.";Cameras,                                      Fujifilm,                                      Fujifilm X-E3,                                      Mirrorless Camera;;7-Sep-17;Sanket Vijayasarathy,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/fujifilm-x-e3-price-mirrorless-camera-touchscreen-4k-video-announced-1747375
15;Nikon D850 With 45.7-Megapixel Sensor, 4K Video Recording Launched in India, Price Starts at Rs. 2,54,950;"Nikon unveiled its brand new flagship DSLR late last month, and on Monday, Nikon India announced that the camera will be arriving in the country on September 7, at a price of Rs. 2,54,950 for just the body. The company will also be offering a kit lens bundle, which will include the AF-S NIKKOR 24-120mm f/4G ED VR lens for price of Rs. 2,99,950.Launch offers include a complimentary AF-S NIKKOR 85mm f/1.8G prime lens when you buy the AF-S NIKKOR 70-200mm lens or a 200-500mm lens with the body or kit, and a complimentary AF-S VR 70-300mm lens when you purchase the AF-S NIKKOR 24-70 f/2.8G ED lens with the body or kit. Customers will also receive a Jealiot Runner 0702 DSLR backpack and a 64GB UHS-1 SD card with every purchase of the Nikon D850.The new Nikon flagship DLSR boasts of a 45.7-megapixel full-frame CMOS sensor without any optical low pass filter in order to preserve sharpness in photos. It uses Nikon??s EXPEED 5 image processor which enables full resolution 7fps burst shooting. Other features on the Nikon D850 include a wide ISO range of 64-25,600 (expandable down to ISO 32 and up to ISO 102,400), a 153-point autofocus system with 99 cross-type autofocus points, and the ability to shoot 4K video at 30fps or 1080p video at 120fps.The Nikon D850 has a rugged magnesium alloy body which is weather sealed, so it can withstand gruelling environments. There??s also built-in Wi-Fi and Bluetooth for Nikon??s SnapBridge feature, which lets you transfer images from the camera to your smartphone even when the camera is switched off. You get a 3.2-inch, 2.35 million dot resolution display with touchscreen and tilt functionality.Additional features of the D850 includes an electronic shutter for live view mode for silent shooting, a choice of three sizes of RAW files, dual memory card slots for XQD and SD cards, backlit buttons, focus peaking read outs for 1080p video or shooting stills in live view mode and 4K video timelapses with the ability to boost this resolution up to 8K in post. HDMI output is present and so are inputs for headphone and microphone.The D850 is compatible with Nikon??s wide range of FX-format lens.";Nikon D850 features,                                      Nikon D850 India launch,                                      Nikon D850 price,                                      Nikon D850 price in India,                                      Nikon D850 specifications;https://i.gadgets360cdn.com/large/Nikon_D850_cover_ndtv_1504510444468.jpg?output-quality=80;4-Sep-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/nikon-d850-price-in-india-features-specifications-kit-body-lenses-1745750
16;Sony Launches Extra Bass Speakers, Rugged RX0 Action Camera, and More at IFA 2017;After unveiling the new Xperia smartphones, Sony is drifting towards the audio and camera products range. At IFA 2017, Sony took the wraps off a line of speakers, specifically the tower speaker MHC-V90W, GTK-XB60 and GTK-XB90 Extra Bass Bluetooth speakers, in addition to a RX0 rugged camera.Out of all the speakers launched by Sony, the tower speaker MHC-V90W stands out with features like Karaoke-singalong, gesture control to control music, LED lighting support with DJ effects. The speaker is 5.6-feet tall and features an angled look at the top of the system that can project audio directly. The speaker contains four tweeters, four mid-range speakers, and two woofers. It will be available at $1,299.99 (roughly Rs. 83,090) and will be available in October.As we said, the speakers also support gesture support who need to swap multiple audio tracks one after one. It comes with a party and speaker light that glow in sync with the music, and can be customised using Fiestable app. It also supports Chromecast and Google Assistant, means the speaker can be controlled with voice. It also syncs with 10 other speakers over Wi-Fi for suitable house party environment. It also comes with Bluetooth with LDAC technology and NFC support. You can even use an electric guitar as an input to listen to what you're playing under the Guitar mode. And for portability, the speaker has built-in wheels.Sony GTK-XB60The other two speakers from Sony - GTK-XB60 and GTK-XB90 - are new additions to its Extra Bass range of Bluetooth speakers that already has the XB20, XB30 and XB40 Bluetooth speakers. The former XB60 features two tweeters and two woofers and comes in Black and Blue colours, while the XB90 has three tweeters and two woofers and will be offered only in Black colour. Both the models has built-in microphones that can be used to take calls. The battery inside XB60 can operate up to 14 hours while that of XB90 will last up to 16 hours. Just like the tower speaker mentioned above, these too can be paired with additional speakers to create a surround music. There is a support for Bluetooth and NFC on both the speakers to pair with smartphones. Sony will be releasing the GTK-XB60 and XB90 speakers in September at $349 (roughly Rs. 22,400)?and $449 (roughly Rs. 28,800) respectively.Sony GTK-XB90Moving to the cameras, Sony has revealed a compact and nice-looking action camera called RX0. The Sony RX0 camera is a part of the RX family and features a water, dust, and shock proof body. It looks a lot like GoPro 5, but is sleeker as it measures 59x40.5x29.8mm. It uses a FA-WRC1M wireless commander that can be used to trigger up to 15 cameras simultaneously inside a multi-cam setup for bullet time and time preemption techniques. It is integrated with 15.3-megapixel 1-inch Exmor RS CMOS sensor and BIONZ X image processor along with a stacked DRAM memory chip for faster image signal readouts.Sony RX0 Action CameraAs we said, the Sony RX0 camera is waterproof up to 33-feet underwater depth, 6.5-feet drop shockproof, and crushproof up to an application of 2,000N force from all the sides. The camera supports slow-motion recording at up to 1000fps, in addition to anti-distortion shutter of up to 1/32000 sec and 4K high-resolution videos. There's also a Micro-HDMI port for connecting an external recorder. It sports a 1.5-inch TFT screen at the back. The Sony RX0 camera is priced at $699.99 (roughly Rs. 44,750) and will be made available in October.;IFA,                                      IFA 2017,                                      Sony,                                      Sony GTK-XB60,                                      Sony GTK-XB90,                                      Sony MHC-V90W,                                      Sony RX0;https://i.gadgets360cdn.com/large/sony_gtk_xb90_1504272468815.jpg?output-quality=80;1-Sep-17;Shubham Verma,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/sony-rxo-action-camera-extra-bass-mhc-v90w-gtk-xb60-gtk-xb90-ifa-2017-1745046
17;Canon EOS M100 Launched With 24.2-Megapixel Sensor and Dual Pixel Autofocus;Canon has launched an upgrade to its EOS M10 mirrorless interchangeable lens camera with the introduction of the EOS M100. The new camera keeps the same compact form factor but gets a boost in terms of a higher resolution sensor, better autofocus, and slightly improved video capabilities. The camera will be available in Black or White from October for a retail price of $599.99 (roughly Rs. 40,700), with the EF-M 15-45mm f/3.5-6.3 IS STM lens. You will also be able to pick it up with the EF-M 15-45mm f/3.5-6.3 IS STM lens and EF-M 55-200mm f/4.5-6.3 IS STM lens for $949.99 (roughly Rs. 64,600).The EOS M100 features a 24.2-megapixel APS-C CMOS sensor and Canon??s DIGIC 7 image processor. The faster processor helps shoot 4fps burst photos and up to 6.1fps with a fixed focus. Video recording also get s a slight boost with the camera now being able to shoot at a higher framerate than before (1080p, 60fps). Other features include ISO range of 100-25,600, in-camera RAW conversion, self-portrait mode thanks to the 180-degree 3-inch touchscreen and various creative filters. For autofocus, the M100 gets Canon??s Dual Pixel autofocus for faster focus shifting when shooting video. There??s also built-in Bluetooth, Wi-Fi and NFC for connecting the camera to your smartphone.??We are living in a moment where more images are being taken and shared than any other time in history. In an increasingly visual world, high-quality images are the ones that truly stand out from the crowd,? said Yuichi Ishizuka, president and COO, Canon U.S.A. ??The new Canon EOS M100 can be the ideal camera for those eager to step up their images and share their creative vision without sacrificing image quality or on-the-go performance.?;Canon,                                      Canon M10,                                      Canon M100,                                      Canon M100 launch,                                      Canon M100 price,                                      Canon M100 price in India,                                      Canon M100 specifications;;29-Aug-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/canon-eos-m100-launch-price-specifications-1743511
18;Mijia 4K Compact Action Camera With 6-Axis Stabilisation Launched;Widening its ever increasing portfolio, Xiaomi has now launched Mijia 4K Compact Action Camera aka Mijia 4K Action Camera in China that comes with a rather affordable price tag of CNY 699 (roughly Rs. 6,700). Apart from the ability to record videos in 4K resolution, which is given away by the name itself, the new Mijia camera offers 6-axis stabilisation as well.The new Mijia 4K Compact Action Camera weighs around 99 grams and measures 29.5x42.7x71.5mm. Notably, the new action camera from Xiaomi packs an Amarella A12S75 processor and offers 3D motion noise reduction, and lens distortion correction functionalities. The camera comes with support for RAW file format as well.The Mijia 4K Compact Action Camera sports a 2.4-inch display that allows users to watch the videos while shooting them and watching again after the shoot. The new Xiaomi action camera sports a Sony IMX317 camera sensor, coupled with an f/2.8 aperture, 3.2mm focal length, and 145-degrees wide-angle lens. The camera is capable of taking 4K photos and shooting videos in 4K resolution at 30fps and 1080p resolution videos at 60fps.The 6-axis electronic image stabilisation (EIS) on the Mijia 4K Action Camera is offered by a 3-axis gyroscope in addition to a 3-axis accelerometer system that ensures that the captured videos are steady in nature. There are nine different modes offered by the action camera including, slow motion, timer shooting, delay camera, and high-speed continuous shooting.The Mijia 4K Compact Action Camera has been claimed to offer a battery life of 2 hours while shooting videos in 4K resolution and 3 hours while shooting videos in 1080p resolution. The new action camera from Xiaomi supports a maximum of 64GB memory card. In terms of connectivity, it offers options like Wi-Fi and Bluetooth 4.1.As it happens with most Xiaomi products, the action camera has been launched just in China and whether or not it will be launched in other countries remains to be seen.;Cameras,                                      Mijia 4K Compact Action Camera Launch,                                      Mijia 4K Compact Action Camera Price,                                      Mijia 4K Compact Action Camera Specifications,                                      Xiaomi,                                      Xiaomi Action Camera;;25-Aug-17;Shekhar Thakran,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/xiaomi-mijia-4k-compact-action-camera-launched-1741903
19;Nikon D850 Full-Frame DSLR Launched With 45.7-Megapixel Sensor, 4K Video Support;"Back in July, Nikon confirmed that it its next, full-frame flagship DSLR was in development and today, the company has unveiled the D850, the successor to the D810. The new D850 will compete with the likes of Canon??s EOS 5D Mark IV in the high-end DSLR space. The Nikon D850 will go on sale in September for a retail price of $3,299.95 (roughly Rs. 2,24,300).The camera boasts of a 45.7-megapixel full-frame CMOS sensor, without any optical low pass filter in order to preserve sharpness in photos. It uses Nikon??s EXPEED 5 image processor which enables full resolution 7fps burst shooting. Other features on the Nikon D850 include a wide ISO range of 64-25,600 (expandable down to ISO 32 and up to ISO 102,400), a 153-point autofocus system with 99 cross-type autofocus points, and the ability to shoot 4K video at 30fps and 1080p video at 120fps.The Nikon D850 has a rugged magnesium alloy body which is weather sealed, so it can withstand gruelling environments. There??s also built-in Wi-Fi and Bluetooth for Nikon??s SnapBridge feature, which lets you transfer images from the camera to your smartphone even when the camera is switched off. You get a 3.2-inch, 2.35 million dot resolution display with touchscreen and tilt functionality. Additional features of the D850 includes an electronic shutter for live view mode for silent shooting, a choice of three sizes of RAW files, dual memory card slots for XQD and SD cards, backlit buttons, focus peaking read outs for 1080p video or shooting stills in live view mode and 4K video timelapses with the ability to boost this resolution up to 8K in post. HDMI output is present and so are inputs for headphone and microphone. The D850 is compatible with Nikon??s wide range of FX-format lens.";Nikon,                                      Nikon D850,                                      Nikon D850 launch,                                      Nikon D850 price,                                      Nikon D850 price in India,                                      Nikon D850 specifications,                                      Nikon DSLR;https://i.gadgets360cdn.com/large/d850_cover_1503568370704.jpg?output-quality=80;24-Aug-17;Gadgets 360 Staff,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/nikon-d850-launch-features-price-specifications-1741519
20;Flipkart Big Freedom Sale Offers: iPhone 7, iPhone 6s, Sony LED TVs, Android Mobiles, and More;Flipkart sale offers continue into the second day of the Big Freedom Day Sale, and it's pouring deals and discounts across categories. Electronics, particularly mobiles, remain the hottest categories in sales, and the Flipkart sale does not disappoint on that front. You can get discounts on popular iPhone 7, iPhone 6s, and Android phones in the sale, along with deals on TVs, laptops, tablets, gaming consoles, etc. But with so many great deals on offer, it can become a little difficult to determine which offers the most value for your money and so we have compiled the list of best Flipkart sale offers you can get today. Also seeAmazon Sale Day 2 Offers: iPhone 6s, iPhone 6, LED TV DiscountsApple iPhone 7 32GBFlipkart is offering discount of Rs. 13,201?on iPhone 7?The Apple iPhone 7 32GB is down to Rs. 42,999 (MRP Rs. 56,200), one of its lowest price points so far. You can get an additional up to Rs. 15,600 off with an exchange offer and/ or an additional Rs. 1,750 off with HDFC Bank card payments for the duration of the Flipkart sale. The price is similar to what Amazon is offering during the Great Indian Sale, but if you're interested in Flipkart's exchange offer or want to pay with an HDFC Bank card, then this might be the deal for you. The iPhone 7 is powered by Apple's A10 chip and features a 4.7-inch Retina HD Display. It features a 12-megapixel primary camera and a 7-megapixel front-facing camera.Price: Rs. 42,999 (MRP Rs. 56,200)Link: FlipkartLenovo Phab 2 32GBIn Flipkart sale, Lenovo Phab 2 is available at discount of Rs. 1,000?The Lenovo Phab 2 32GB phablet is down to Rs. 9,999 (MRP Rs. 10,999) during Flipkart's The Big Freedom Sale. You can get up to Rs. 9,000 off as an exchange offer. The Lenovo Phab 2 features a 6.4-inch HD display and is powered by the MTK8735 processor supported by 3GB of RAM. It comes with a 13-megapixel primary camera at the rear and a 5-megapixel front-facing camera.Price: Rs. 9,999 (MRP Rs. 10,999)Link: FlipkartApple iPhone 6s 32GBOn iPhone 6s, Flipkart sale is providing a discount of Rs. 10,901?The iPhone 6s 32GB is down to Rs. 35,999 (MRP Rs. 46,900) on Flipkart. The exchange offer can let you have an additional Rs. 15,600 (maximum) discount, and another Rs. 1,750 off if you pay with HDFC Bank cards during the sale period. The iPhone 6s features a 4.7-inch Retina HD Display and is powered by Apple's A9 chip. The smartphone comes with a 12-megapixel primary camera and a 5-megapixel front-facing camera.Price: Rs. 35,999 (MRP Rs. 46,900)Link: Flipkart Also seeAmazon, Flipkart, and Paytm Mall Sales: Who Is Offering the Best Deals?Canon EOS 1300D DSLR with lens kitCanon EOS 1300D DSLR is available at a discounted price of Rs. 23,499 (MRP Rs. 31,995) as part of the Flipkart sale. The DSLR camera comes with EF-S 18 - 55 IS II lens. You also get a free 16GB SD card and a camera bag with the purchase. The camera is powered by an 18-megapixel APS-C CMOS based sensor and is powered by Canon's DIGIC 4+. It includes support for Wi-Fi and NFC connectivity.Price: Rs. 23,499 (MRP Rs. 31,995)Link: FlipkartApple iPad Pro 64GB 10.5-inch Wi-FiThe latest iPad Pro 64GB 10.5-inch with Wi-Fi is down to Rs. 47,405 (MRP Rs. 50,800) on Flipkart's Big Freedom Sale. You can grab another Rs. 1,750 off the marked price by paying with an HDFC Bank card during the Flipkart Big Freedom Sale. That's still a very decent deal for the latest iPad Pro. The new iPad Pro 10.5-inch is powered by the A10X processor and features Apple's ProMotion technology. The iPad Pro comes with four speakers that offer a better audio experience. The 10.5-inch display runs at a resolution of 2224x1668 pixels. There's a 12-megapixel primary camera at the back and a 7-megapixel front-facing camera.Price: Rs. 47,405 (MRP Rs. 50,800)Link: FlipkartSony Bravia 40-inch full HD LED TVThe Sony Bravia 40-inch full HD LED TV (model: KVL??40R352D) is down to Rs. 38,999 (MRP Rs. 47,900) during the Flipkart sake. You can buy the TV with a no-cost EMI offer, use an exchange offer to get another Rs. 12,000 off and pay with an HDFC Bank card to get another Rs. 1,750 off. The Sony Bravia 40-inch full HD LED TV comes with two HDMI ports and a single USB port.Price: Rs. 38,999 (MRP Rs. 47,900)Link: FlipkartLenovo PA 10400 mAh power bankThe Lenovo PA 10400 mAh power bank is down to Rs. 849 (MRP Rs. 2,499) on Flipkart. That's a decent price for a 10400 mAh power bank. Power banks like these can be great especially if you're planning to go on a trip and don't want to be left with a smartphone or a tablet without any juice. Lenovo's power bank comes with two USB ports, each offering a maximum output of 2.1 A.Price: Rs. 849 (MRP Rs. 2,499)Link: FlipkartGoogle Pixel XL 32GBThe Google Pixel XL 32GB is down to Rs. 48,999 (MRP Rs. 67,000). You can exchange your old smartphone and get up to Rs. 15,600 off on your Pixel XL purchase during the Flipkart sale. If you're not keen on buying the new Pixel 2 XL smartphone that is expected to launch later this year, the Pixel XL is still a decent smartphone at this price. The Pixel XL features a 5.5-inch QHD display and is powered by the Qualcomm Snapdragon 821 chipset. It runs Android 7.1 out of the box.If you prefer a deal on the smaller Google Pixel, check out our picks of the Amazon Great Indian sale.Price: Rs. 48,999 (MRP Rs. 67,000)Link: Flipkart;Flipkart,                                      Flipkart Big Freedom Sale,                                      Flipkart Offers,                                      Flipkart Sale;;10-Aug-17;Harpreet Singh,;Mobiles;https://gadgets.ndtv.com/mobiles;https://gadgets.ndtv.com/mobiles/news/flipkart-sale-offers-today-iphone-7-deals-tv-lenovo-google-pixel-moto-g5-plus-mobile-discounts-1735240
21;GoPro Bets on Upcoming Hero6, Fusion Cameras in Bid for Profitability;"GoPro forecast a smaller-than-expected loss, and said it was on track to launch the latest version of its flagship camera by the holiday season, as the company seeks to achieve its goal of returning to adjusted profitability in 2017.The company's shares were up 12 percent at $9.28 in after-market trading, and were set to wipe out their year-to-date decline if they open at that level on Friday.Once a Wall Street favorite, GoPro's body-mounted point-of-view cameras won a huge following among surfers, skydivers and other action junkies.But the company came under pressure following a series of missteps including a delay in the launch of its Karma drone and production issues with its Hero5 camera.GoPro also lost ground to feature-rich smartphones and rival products from companies such as Garmin and Sony.The company is now betting on the Hero6 and the Fusion 360 action-cameras to help bring back its followers.GoPro said during a post-earnings call on Thursday that it would realize revenue from the new products in the current quarter by shipping to customers ahead of the launch.""Hero6 will probably perform in line with expectations, and at a higher gross margin than Hero5,"" said Alicia Reese, an analyst at Wedbush Securities, adding that the management seemed to have a better handle on inventory levels this year.GoPro forecast third-quarter adjusted loss of 1 cent to 11 cents per share and revenue of $290 million to $310 million (roughly Rs. 1,973 crores), compared with analysts' estimate of a loss of 12 cents per share and revenue of $278.5 million.""We expect margins to continue to improve throughout 2017, with the introduction of new products,"" Chief Executive Nicholas Woodman said on the post-earnings call.GoPro's net loss narrowed to $30.5 million, or 22 cents per share, in the second quarter ended June 30 from $91.8 million, or 66 cents per share, a year earlier.Excluding items, GoPro reported a loss of 9 cents per share, smaller than analysts' estimate of a loss of 25 cents, according to Thomson Reuters I/B/E/S.The company's operating expenses fell 35.5 percent to $130.6 million.Revenue rose to $296.5 million from $220.8 million.Analysts on average had expected revenue of $269.6 million.?? Thomson Reuters 2017";Apps,                                      Cameras,                                      GoPro,                                      GoPro Earnings,                                      Hero5,                                      Hero6;https://i.gadgets360cdn.com/large/gopro_hero3_plus_reuters_1501832427725.JPG?output-quality=80;4-Aug-17;Reuters,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/gopro-bets-on-hero6-fusion-cameras-for-profitability-1733485
22;Google, MIT Researchers Create New AI-Based Real-Time Photo Editing;"Scientists from MIT and Google have developed a new artificial intelligence system that can automatically retouch images like a professional photographer in real time, eliminating the need to edit images after they are clicked with smartphones.The data captured by today's digital cameras is often treated as the raw material of a final image. Before uploading pictures to social networking sites, even casual cellphone photographers might spend a minute or two balancing colour and tuning contrast, with one of the many popular image-processing programs now available.The system developed by researchers from Massachusetts Institute of Technology and Google in the US is so energy-efficient and fast that it can display retouched images in real-time on phones, so that the photographer can see the final version of the image while still framing the shot.The same system can also speed up existing image-processing algorithms.The system employs machine-learning. The researchers trained their system on a dataset created by Adobe Systems, the creators of Photoshop.The data set included 5,000 images, each retouched by five different photographers. They also trained their system on thousands of pairs of images produced by the application of particular image-processing algorithms, such as the one for creating high-dynamic-range (HDR) images.The software for performing each modification takes up about as much space in memory as a single digital photo, so in principle, a cellphone could be equipped to process images in a range of styles.Researchers compared their system's performance to that of a machine-learning system that processed images at full resolution rather than low resolution.During processing, the full-resolution version needed about 12 gigabytes of memory to execute its operations.The researchers' version needed about 100 megabytes, or one-hundredth as much.The full-resolution version of the HDR system took about 10 times as long to produce an image as the original algorithm, or 100 times as long as the researchers' system.""This technology has the potential to be very useful for real-time image enhancement on mobile platforms,"" said Jon Barron from Google.""Using machine learning for computational photography is an exciting prospect but is limited by the severe computational and power constraints of mobile phones,"" said Barron.This paper may provide us with a way to sidestep these issues and produce new, compelling, real-time photographic experiences without draining your battery or giving you a laggy viewfinder experience, he said.";AI,                                      Artificial Intelligence,                                      Cameras,                                      Google,                                      MIT,                                      Mobiles,                                      Photography;;3-Aug-17;Press Trust of India,;Mobiles;https://gadgets.ndtv.com/mobiles;https://gadgets.ndtv.com/mobiles/news/google-mit-adobe-photo-editing-ai-machine-learning-1733136
23;Sony Reports Record Profits on Sales on Image Sensors;Japan's Sony on Tuesday reported its highest-ever first-quarter operating profit, taking the electronics giant one step toward its highest annual profit in two decades on the back of robust sales of image sensors.In a vote of confidence for Sony's turnaround under Chief Executive Officer Kazuo Hirai, the firm's shares have risen by around 40 percent this year to nine-year highs.The box-office success of its Spider-Man: Homecoming (Review) film has also fuelled hopes of a rise in earnings for Sony's pictures business, which is working through a restructuring plan.Profit increased 2.8 times to JPY 157.61 billion ($1.43 billion or roughly Rs. 9,164 crores) in April-June, exceeding the previous first-quarter record of JPY 121.3 billion set in 2007.The result compared with a Thomson Reuters Starmine SmartEstimate of JPY 129.14 billion drawn from 10 analyst views.The profit surge comes mainly as Sony's image sensor business returned to stability having recovered from earthquake damage sustained a year ago, the company said.Sony's semiconductor division, which includes image sensors, posted an operating profit of 55.4 billion yen, reversing the year-earlier loss of JPY 43.5 billion, as operations at a key plant fully resumed to meet brisk demand for image sensors for smartphones.The consumer electronics business was also profitable as it focused on high-end television sets and smartphones without seeking to increase in scale.Together, strong performance across Sony's divisions is pushing profit to golden-era levels. Nevertheless, analysts said the firm is yet to find long-term drivers of growth.With the future in mind, Sony is using its newly recovered financial strength to venture into acquisitions. On Monday, it said it had bought most of the distributor of the English-language versions of Dragon Ball Z and One Piece animations.The firm maintained its profit forecast of JPY 500 billion for the year ending March.While that is below the market's average forecast of JPY 562.19 billion, it would still be the highest since the company made JPY 526 billion in the year ended March 1998, when it enjoyed strong sales of its first PlayStation games console and other electronics. It also benefited from box-office hit Men in Black.?? Thomson Reuters 2017;Cameras,                                      Home Entertainment,                                      Mobiles,                                      Sony,                                      Sony Earnings,                                      Sony Image Sensors;https://i.gadgets360cdn.com/large/sony_logo_reuters_1501574057373.JPG?output-quality=80;1-Aug-17;Reuters,;Cameras;https://gadgets.ndtv.com/cameras;https://gadgets.ndtv.com/cameras/news/sony-q1-2017-earnings-image-sensor-sales-1731893
